Orthogroup	Fungus_transcripts.fasta.transdecoder	Krisp1_GeneModels_FilteredModels3_aa	Leucosporidium_creatinivorum_proteins_aa	Mereb1_GeneCatalog_proteins_20150713.aa	Micld1_GeneCatalog_proteins_20161101.aa	Mortiella_alpina_proteins_aa	Pseudohyphozyma_borogiensis_proteins_aa	Rhodoturola_mucilaginosa_protein_aa	Rhodoturola_turoloides_protein_aa	Rhoglu1_GeneCatalog_proteins_20160519.aa	Saccharomyces_cerevisae_protein_aa	Sclerotinia_borealis_proteins_aa	Slopil1_GeneCatalog_proteins_20180422.aa	Total
OG0000358	2	4	3	3	1	1	4	2	2	2	1	1	2	28
OG0000359	2	3	3	4	2	1	3	2	2	2	1	1	2	28
OG0000360	1	3	2	2	2	5	2	2	2	2	1	2	2	28
OG0000361	2	5	3	3	2	1	2	1	1	1	0	1	6	28
OG0000362	2	2	2	3	1	0	3	1	3	3	0	4	4	28
OG0000363	2	2	11	0	3	0	2	1	1	2	0	3	1	28
OG0000364	0	0	0	0	0	28	0	0	0	0	0	0	0	28
OG0000365	4	3	2	4	1	0	2	2	3	2	0	2	2	27
OG0000366	2	5	2	3	0	0	4	1	2	2	1	4	1	27
OG0000367	2	3	1	2	3	2	2	2	2	2	2	2	2	27
OG0000368	2	2	2	2	2	4	1	2	2	2	3	1	2	27
OG0000369	3	2	2	2	2	2	2	2	3	1	1	3	2	27
OG0000370	8	4	1	4	1	0	2	1	2	2	0	0	2	27
OG0000371	10	6	1	2	2	0	0	1	1	1	0	1	2	27
OG0000372	3	5	3	2	0	1	4	0	1	1	1	2	4	27
OG0000373	1	26	0	0	0	0	0	0	0	0	0	0	0	27
OG0000374	2	6	1	3	2	0	5	0	1	1	1	0	5	27
OG0000375	3	3	4	0	1	2	3	1	1	1	2	3	3	27
OG0000376	2	2	2	2	2	3	2	2	2	2	2	2	2	27
OG0000377	3	2	2	4	1	3	1	2	2	2	2	1	2	27
OG0000378	3	4	0	1	1	0	0	7	1	4	1	0	5	27
OG0000379	5	4	2	4	5	0	1	0	2	1	0	0	3	27
OG0000380	2	2	1	2	2	3	2	2	2	2	3	1	3	27
OG0000381	2	2	2	2	2	3	2	2	2	2	2	2	2	27
OG0000382	5	5	5	3	0	1	1	2	2	1	0	0	2	27
OG0000383	2	3	2	2	2	3	3	1	2	2	1	2	2	27
OG0000384	1	2	1	4	2	1	4	1	1	1	1	2	6	27
OG0000385	2	2	2	2	4	3	1	2	2	2	1	2	2	27
OG0000386	1	3	2	2	1	6	0	1	2	3	0	4	2	27
OG0000387	2	2	2	2	2	2	2	2	2	2	2	3	2	27
OG0000388	2	10	5	2	0	0	6	0	0	0	0	0	2	27
OG0000389	2	2	2	2	1	1	3	2	2	2	2	2	4	27
OG0000390	1	2	2	2	1	2	1	2	2	3	5	2	2	27
OG0000391	1	4	3	2	1	0	2	2	5	5	0	0	2	27
OG0000392	1	4	1	2	3	3	1	1	2	3	1	1	4	27
OG0000393	0	0	18	1	2	0	2	0	0	0	0	0	4	27
OG0000394	0	0	0	0	0	27	0	0	0	0	0	0	0	27
OG0000395	5	4	1	2	1	9	1	0	1	1	0	1	0	26
OG0000396	12	2	2	2	2	0	1	1	1	1	0	0	2	26
OG0000397	10	6	0	4	0	0	3	0	0	0	0	1	2	26
OG0000398	3	3	2	3	1	2	4	1	1	1	0	2	3	26
OG0000399	2	1	3	1	1	0	5	4	2	4	0	1	2	26
OG0000400	4	3	2	2	1	2	1	1	2	2	0	0	6	26
OG0000401	3	1	6	2	3	0	7	0	0	0	1	2	1	26
OG0000402	2	2	2	2	2	3	1	2	2	2	2	2	2	26
OG0000403	2	2	2	2	2	0	1	2	2	2	3	3	3	26
OG0000404	2	2	2	6	1	1	1	2	2	2	1	1	3	26
OG0000405	1	2	3	1	0	1	2	1	2	2	0	6	5	26
OG0000406	2	3	2	3	2	2	0	2	2	2	2	2	2	26
OG0000407	4	3	1	3	1	1	3	2	2	2	1	1	2	26
OG0000408	2	3	2	2	2	1	3	2	2	2	2	1	2	26
OG0000409	1	1	1	2	1	2	3	1	1	1	1	8	3	26
OG0000410	2	2	1	3	1	4	1	1	1	1	2	4	3	26
OG0000411	1	3	1	1	1	3	1	1	1	1	2	8	2	26
OG0000412	2	2	2	2	3	3	1	2	2	2	1	2	2	26
OG0000413	2	0	4	2	0	0	4	5	4	3	0	0	2	26
OG0000414	3	2	3	6	2	0	3	1	1	1	0	0	4	26
OG0000415	1	4	4	2	1	0	2	1	1	1	2	6	1	26
OG0000416	2	3	2	2	2	3	1	2	2	2	2	1	2	26
OG0000417	2	2	2	2	2	3	1	1	2	2	3	2	2	26
OG0000418	3	14	0	1	0	0	7	0	0	0	0	0	1	26
OG0000419	2	2	2	2	2	1	1	2	2	2	4	2	2	26
OG0000420	2	2	4	2	1	4	1	1	1	1	0	5	2	26
OG0000421	2	4	2	2	2	2	1	2	2	2	2	1	2	26
OG0000422	2	3	2	2	2	0	3	2	2	2	0	2	4	26
OG0000423	0	5	1	2	0	0	2	2	2	2	0	6	4	26
OG0000424	0	0	1	0	25	0	0	0	0	0	0	0	0	26
OG0000425	5	5	4	3	1	0	1	1	1	1	0	2	1	25
OG0000426	3	3	2	2	3	1	1	1	2	2	1	1	3	25
OG0000427	2	8	1	2	1	2	2	1	1	1	0	1	3	25
OG0000428	3	2	2	2	2	1	2	2	2	2	1	1	3	25
OG0000429	2	2	2	2	2	2	2	2	2	2	2	1	2	25
OG0000430	3	3	1	2	1	0	3	3	1	1	0	3	4	25
OG0000431	3	5	1	1	1	4	1	1	2	2	1	2	1	25
OG0000432	4	2	2	2	2	0	1	1	2	2	2	1	4	25
OG0000433	2	2	1	4	2	2	2	2	1	1	1	3	2	25
OG0000434	2	2	2	2	2	2	2	2	1	3	3	0	2	25
OG0000435	4	2	3	1	2	3	0	1	1	1	2	3	2	25
OG0000436	8	1	1	1	2	0	1	1	1	1	4	1	3	25
OG0000437	1	3	2	1	2	1	2	3	2	2	0	1	5	25
OG0000438	1	3	2	2	2	2	2	2	2	2	1	2	2	25
OG0000439	13	5	3	0	0	0	2	0	0	0	0	0	2	25
OG0000440	2	2	2	2	2	2	1	2	2	2	1	2	3	25
OG0000441	2	2	2	2	3	3	1	2	2	2	0	1	3	25
OG0000442	2	3	1	3	2	2	2	2	2	1	1	2	2	25
OG0000443	5	2	1	2	1	0	5	0	1	1	0	6	1	25
OG0000444	2	2	2	2	2	3	2	2	2	2	1	1	2	25
OG0000445	3	4	2	3	1	0	1	1	2	2	1	3	2	25
OG0000446	2	2	1	2	2	4	2	1	2	2	1	2	2	25
OG0000447	4	2	2	3	2	0	2	1	2	2	0	0	5	25
OG0000448	2	2	1	2	1	4	2	1	1	1	0	1	7	25
OG0000449	2	2	2	2	2	1	2	2	2	2	1	3	2	25
OG0000450	3	7	3	1	0	0	2	0	0	0	0	0	9	25
OG0000451	1	5	3	4	2	0	2	1	1	1	0	1	4	25
OG0000452	2	2	3	3	1	4	2	1	2	2	1	1	1	25
OG0000453	2	2	2	3	2	2	1	1	3	3	1	1	2	25
OG0000454	2	2	2	2	2	2	1	2	2	2	2	2	2	25
OG0000455	2	4	2	2	3	1	2	1	2	2	1	2	1	25
OG0000456	3	2	3	1	1	0	3	2	1	1	0	2	6	25
OG0000457	1	1	7	2	1	0	3	1	3	2	0	1	3	25
OG0000458	2	2	2	2	2	2	1	2	2	2	3	1	2	25
OG0000459	2	0	0	1	0	0	0	0	0	0	0	2	20	25
OG0000460	2	3	2	3	3	0	3	3	2	1	0	0	3	25
OG0000461	3	2	2	2	3	1	2	2	2	2	1	1	2	25
OG0000462	1	2	2	4	5	1	0	2	1	1	2	2	2	25
OG0000463	2	2	2	2	1	3	2	1	1	1	3	3	2	25
OG0000464	1	4	3	2	0	1	2	2	2	4	0	1	3	25
OG0000465	2	2	2	2	1	4	2	1	1	1	4	1	2	25
OG0000466	0	0	24	0	0	0	0	0	0	0	0	0	1	25
OG0000467	0	0	0	0	25	0	0	0	0	0	0	0	0	25
OG0000468	0	0	0	0	0	0	0	0	0	0	0	0	25	25
OG0000469	0	0	0	0	0	0	0	0	0	0	0	0	25	25
OG0000470	20	3	0	0	0	0	0	0	0	0	0	1	0	24
OG0000471	15	2	3	2	0	0	2	0	0	0	0	0	0	24
OG0000472	2	3	2	3	1	0	1	2	2	2	2	2	2	24
OG0000473	2	2	2	2	2	0	2	2	4	4	0	1	1	24
OG0000474	2	13	3	2	0	1	0	0	0	0	0	1	2	24
OG0000475	2	2	3	2	3	2	1	1	2	2	1	1	2	24
OG0000476	1	3	3	2	2	1	2	2	2	2	1	1	2	24
OG0000477	4	5	1	2	0	0	3	1	2	2	0	1	3	24
OG0000478	2	1	1	1	1	12	1	0	1	1	1	1	1	24
OG0000479	1	1	4	3	1	0	3	1	1	1	0	3	5	24
OG0000480	8	1	1	1	0	2	1	0	0	0	0	10	0	24
OG0000481	2	2	3	2	2	0	2	1	2	2	0	1	5	24
OG0000482	2	2	2	2	3	1	2	2	2	2	1	1	2	24
OG0000483	5	3	1	4	2	0	1	0	3	3	1	0	1	24
OG0000484	5	4	3	2	1	2	1	1	1	1	0	1	2	24
OG0000485	2	2	2	2	2	1	2	2	2	2	2	1	2	24
OG0000486	3	3	1	2	1	2	1	1	1	1	0	1	7	24
OG0000487	6	6	2	0	1	0	0	0	1	0	1	7	0	24
OG0000488	7	4	1	2	0	0	1	0	0	0	0	0	9	24
OG0000489	3	8	0	0	0	0	6	0	0	0	0	0	7	24
OG0000490	1	2	3	3	2	2	2	1	2	2	0	1	3	24
OG0000491	2	1	3	4	0	0	9	0	0	0	1	1	3	24
OG0000492	2	3	2	2	2	1	2	2	2	2	1	1	2	24
OG0000493	2	1	2	2	2	5	0	1	2	2	1	2	2	24
OG0000494	2	3	2	4	0	0	3	0	2	2	0	0	6	24
OG0000495	3	2	3	2	2	2	2	2	1	1	1	1	2	24
OG0000496	3	5	2	1	2	0	1	0	2	2	0	0	6	24
OG0000497	2	3	2	2	2	2	2	1	2	1	1	2	2	24
OG0000498	2	2	2	3	3	2	3	1	1	1	1	2	1	24
OG0000499	2	2	3	4	1	0	4	1	1	1	1	1	3	24
OG0000500	2	2	2	2	2	1	2	2	2	1	2	2	2	24
OG0000501	4	3	1	3	0	0	3	0	0	0	0	0	10	24
OG0000502	1	1	2	4	3	0	3	1	1	1	0	1	6	24
OG0000503	2	3	6	3	3	0	1	1	2	2	0	0	1	24
OG0000504	2	2	2	2	1	3	2	2	2	2	1	1	2	24
OG0000505	2	2	4	3	2	2	2	1	1	1	1	1	2	24
OG0000506	3	4	2	2	1	2	2	0	2	2	0	1	3	24
OG0000507	2	2	2	2	2	2	2	2	2	2	1	1	2	24
OG0000508	2	2	1	1	2	2	2	2	2	2	3	1	2	24
OG0000509	3	1	2	3	2	1	3	1	2	2	1	2	1	24
OG0000510	3	5	1	5	1	0	4	0	1	2	0	0	2	24
OG0000511	2	3	2	2	1	2	2	2	2	2	1	1	2	24
OG0000512	1	3	2	2	2	2	1	1	2	2	2	2	2	24
OG0000513	1	2	2	2	2	2	2	2	2	2	2	1	2	24
OG0000514	2	2	2	3	2	0	2	3	2	2	0	2	2	24
OG0000515	1	1	4	1	0	0	3	2	4	4	0	0	4	24
OG0000516	0	24	0	0	0	0	0	0	0	0	0	0	0	24
OG0000517	0	0	0	0	0	13	0	0	0	0	0	11	0	24
OG0000518	0	0	0	0	0	0	0	0	0	0	0	0	24	24
OG0000519	2	4	1	2	2	1	4	1	1	1	0	2	2	23
OG0000520	4	10	0	0	0	0	2	0	1	1	0	0	5	23
OG0000521	5	2	2	3	0	4	0	1	2	2	0	1	1	23
OG0000522	3	2	1	6	2	0	1	1	1	2	0	1	3	23
OG0000523	3	1	1	1	1	2	0	1	1	1	1	1	9	23
OG0000524	2	5	3	4	0	0	5	0	1	1	0	1	1	23
OG0000525	5	4	1	3	1	1	1	1	1	1	0	2	2	23
OG0000526	4	4	2	4	1	0	3	0	1	1	0	0	3	23
OG0000527	2	1	3	5	1	0	3	1	1	1	0	1	4	23
OG0000528	2	3	2	2	2	1	2	1	2	1	1	2	2	23
OG0000529	2	2	2	2	2	3	1	2	2	2	1	1	1	23
OG0000530	3	3	2	4	1	0	1	2	1	1	0	3	2	23
OG0000531	4	1	5	2	0	0	2	0	4	3	0	0	2	23
OG0000532	7	1	2	1	2	0	0	2	2	2	0	1	3	23
OG0000533	2	1	1	1	2	7	1	1	1	1	1	3	1	23
OG0000534	3	7	1	2	0	0	2	0	1	1	0	1	5	23
OG0000535	5	2	2	2	0	0	1	1	2	2	1	3	2	23
OG0000536	6	10	2	1	0	0	1	0	0	0	0	0	3	23
OG0000537	2	0	0	21	0	0	0	0	0	0	0	0	0	23
OG0000538	3	2	2	2	2	2	2	2	1	1	3	0	1	23
OG0000539	2	2	3	3	1	0	3	1	1	1	1	3	2	23
OG0000540	3	2	1	3	1	4	1	1	1	1	2	2	1	23
OG0000541	1	1	2	4	2	1	3	1	2	2	1	1	2	23
OG0000542	4	6	2	2	2	0	2	1	1	1	0	0	2	23
OG0000543	5	1	4	2	1	0	1	2	2	1	0	0	4	23
OG0000544	2	8	1	2	1	0	2	1	1	1	0	2	2	23
OG0000545	1	3	2	2	1	0	2	1	3	3	0	4	1	23
OG0000546	2	2	2	1	2	1	2	2	3	2	1	1	2	23
OG0000547	4	2	2	2	1	0	0	3	4	5	0	0	0	23
OG0000548	2	2	2	2	2	3	1	1	1	1	2	2	2	23
OG0000549	2	7	2	1	2	2	1	1	1	1	0	2	1	23
OG0000550	2	2	2	2	3	1	1	2	3	2	1	1	1	23
OG0000551	4	4	1	2	2	0	0	0	2	1	2	3	2	23
OG0000552	2	2	3	2	1	2	2	2	2	2	1	1	1	23
OG0000553	1	2	1	3	2	1	2	2	2	2	1	1	3	23
OG0000554	2	2	2	2	2	3	1	2	2	2	1	1	1	23
OG0000555	2	3	1	3	1	0	3	2	2	2	0	0	4	23
OG0000556	2	2	2	2	1	0	2	0	1	1	0	0	10	23
OG0000557	3	3	3	2	1	0	3	1	2	1	0	0	4	23
OG0000558	2	3	1	3	1	0	2	1	1	1	1	3	4	23
OG0000559	3	5	2	3	1	1	1	1	1	1	0	0	4	23
OG0000560	2	2	2	2	2	0	2	3	2	2	0	1	3	23
OG0000561	5	2	1	4	1	0	4	1	1	1	0	1	2	23
OG0000562	2	1	2	2	2	2	1	1	2	2	2	2	2	23
OG0000563	2	0	5	1	1	0	1	3	2	2	1	4	1	23
OG0000564	1	5	3	3	2	0	1	2	2	2	0	0	2	23
OG0000565	1	2	2	2	2	2	2	2	2	2	0	2	2	23
OG0000566	1	8	2	5	0	1	2	0	0	0	0	0	4	23
OG0000567	2	3	3	2	2	0	3	1	2	2	0	0	3	23
OG0000568	2	2	3	2	3	1	0	1	2	1	1	1	4	23
OG0000569	2	5	1	3	1	3	0	1	1	1	2	2	1	23
OG0000570	1	5	0	2	0	0	3	0	0	0	0	0	12	23
OG0000571	2	2	2	2	2	2	1	1	2	1	2	2	2	23
OG0000572	1	5	1	4	2	3	1	1	1	1	0	1	2	23
OG0000573	4	2	2	2	3	1	1	1	1	1	3	1	1	23
OG0000574	1	2	2	5	1	0	4	2	2	2	0	0	2	23
OG0000575	2	4	2	3	4	0	1	2	2	1	0	0	2	23
OG0000576	2	2	3	2	1	0	3	1	2	2	0	2	3	23
OG0000577	2	2	2	2	3	0	2	2	2	2	1	1	2	23
OG0000578	0	22	0	0	0	0	1	0	0	0	0	0	0	23
OG0000579	0	2	2	2	1	3	1	2	2	2	2	2	2	23
OG0000580	0	2	1	4	3	3	1	0	2	2	0	1	4	23
OG0000581	0	0	0	0	0	0	0	0	0	0	23	0	0	23
OG0000582	0	0	0	0	0	0	0	0	0	0	0	0	23	23
OG0000583	3	2	1	2	1	5	2	1	1	1	1	1	1	22
OG0000584	2	2	2	2	1	3	1	1	1	1	3	1	2	22
OG0000585	5	4	0	3	1	0	1	1	1	1	0	1	4	22
OG0000586	2	2	1	2	1	1	3	1	1	1	3	2	2	22
OG0000587	2	1	2	2	1	1	5	1	1	1	1	2	2	22
OG0000588	2	5	0	2	0	9	1	0	0	0	0	1	2	22
OG0000589	2	2	1	4	1	0	2	1	3	2	1	1	2	22
OG0000590	3	3	3	6	0	0	0	2	3	2	0	0	0	22
OG0000591	1	0	15	0	2	0	0	0	1	0	0	0	3	22
OG0000592	2	2	2	2	1	2	1	1	2	1	2	2	2	22
OG0000593	2	2	2	2	2	2	2	1	2	1	1	1	2	22
OG0000594	4	18	0	0	0	0	0	0	0	0	0	0	0	22
OG0000595	5	6	2	1	0	0	2	0	1	1	0	2	2	22
OG0000596	3	2	1	2	2	2	1	1	2	1	1	2	2	22
OG0000597	6	3	2	2	0	0	2	0	0	0	0	0	7	22
OG0000598	3	7	2	3	2	0	1	0	1	1	0	0	2	22
OG0000599	2	5	3	1	3	0	1	1	1	1	0	2	2	22
OG0000600	5	5	1	1	1	1	3	0	0	0	0	2	3	22
OG0000601	2	6	4	1	1	0	3	2	1	1	0	0	1	22
OG0000602	2	4	3	2	2	2	1	1	1	1	0	0	3	22
OG0000603	2	2	2	2	2	2	0	1	2	2	3	1	1	22
OG0000604	1	3	3	2	1	1	2	2	2	2	0	1	2	22
OG0000605	5	4	0	2	0	0	1	0	0	0	0	3	7	22
OG0000606	2	2	2	2	2	3	2	1	2	2	0	1	1	22
OG0000607	2	3	3	5	1	0	2	1	1	1	0	2	1	22
OG0000608	4	0	2	4	2	1	1	3	2	3	0	0	0	22
OG0000609	2	2	1	2	2	1	2	2	2	1	0	3	2	22
OG0000610	3	2	2	2	2	0	2	2	2	2	0	1	2	22
OG0000611	2	2	1	2	1	2	1	2	2	1	2	2	2	22
OG0000612	5	1	2	1	1	0	0	2	6	3	0	0	1	22
OG0000613	3	2	2	2	3	0	2	1	2	2	0	1	2	22
OG0000614	2	6	1	2	1	0	4	1	1	0	2	1	1	22
OG0000615	4	4	3	2	0	4	1	0	1	1	0	2	0	22
OG0000616	2	2	1	2	2	1	1	2	2	2	2	1	2	22
OG0000617	2	2	2	2	2	2	2	1	2	1	1	1	2	22
OG0000618	2	2	2	2	3	1	2	1	2	1	1	1	2	22
OG0000619	2	4	3	3	1	1	2	0	1	1	1	1	2	22
OG0000620	1	2	1	4	0	0	4	2	1	1	0	2	4	22
OG0000621	4	4	0	4	0	0	2	0	0	0	0	4	4	22
OG0000622	1	2	2	2	2	1	2	1	2	3	1	1	2	22
OG0000623	1	2	2	2	2	2	2	2	2	2	1	1	1	22
OG0000624	3	2	3	2	1	0	1	1	2	2	1	2	2	22
OG0000625	1	4	2	2	2	0	2	1	2	2	2	1	1	22
OG0000626	3	5	0	4	0	0	5	1	2	1	1	0	0	22
OG0000627	0	2	4	3	1	2	0	1	2	2	2	1	2	22
OG0000628	0	0	0	0	21	0	0	0	0	0	0	0	1	22
OG0000629	0	0	0	0	0	0	0	0	0	0	0	22	0	22
OG0000630	0	0	0	0	0	0	0	0	0	0	0	22	0	22
OG0000631	2	18	0	0	0	0	0	1	0	0	0	0	0	21
OG0000632	3	1	1	1	1	5	1	1	2	2	1	1	1	21
OG0000633	3	6	0	1	0	2	0	1	3	2	0	3	0	21
OG0000634	2	3	2	2	3	0	1	2	2	1	0	1	2	21
OG0000635	18	2	0	0	0	0	1	0	0	0	0	0	0	21
OG0000636	4	4	1	6	0	0	1	1	1	2	0	0	1	21
OG0000637	2	2	2	3	1	0	2	2	2	2	0	0	3	21
OG0000638	2	3	1	2	1	1	1	3	3	2	0	1	1	21
OG0000639	3	3	2	1	1	1	2	1	1	1	1	2	2	21
OG0000640	2	2	2	2	2	1	1	2	2	2	0	1	2	21
OG0000641	3	1	2	2	1	0	2	1	3	3	0	2	1	21
OG0000642	4	1	1	3	2	0	2	1	2	2	0	1	2	21
OG0000643	7	1	1	1	1	1	2	1	1	1	1	2	1	21
OG0000644	1	8	0	3	0	0	4	0	1	1	0	2	1	21
OG0000645	2	3	1	2	1	4	1	1	1	1	2	1	1	21
OG0000646	2	2	2	1	2	5	1	2	1	1	1	0	1	21
OG0000647	8	1	4	1	6	0	1	0	0	0	0	0	0	21
OG0000648	2	2	2	2	2	0	2	1	2	1	3	0	2	21
OG0000649	2	2	2	2	1	3	2	1	1	1	1	1	2	21
OG0000650	4	1	1	2	2	2	1	1	1	1	1	3	1	21
OG0000651	1	1	3	2	2	2	2	1	2	1	1	2	1	21
OG0000652	2	2	0	1	2	0	4	1	3	2	0	0	4	21
OG0000653	3	3	1	2	1	2	1	1	1	1	1	2	2	21
OG0000654	1	2	2	2	2	1	1	2	2	2	1	1	2	21
OG0000655	1	1	1	1	1	1	1	1	1	1	0	2	9	21
OG0000656	2	1	1	6	1	0	2	1	1	1	1	3	1	21
OG0000657	1	2	2	2	3	3	1	1	1	1	0	1	3	21
OG0000658	1	2	1	2	2	1	1	2	2	2	1	2	2	21
OG0000659	2	2	1	2	2	2	2	2	2	1	1	0	2	21
OG0000660	4	10	0	1	1	0	1	0	1	1	0	1	1	21
OG0000661	2	2	3	3	1	0	0	1	2	1	0	4	2	21
OG0000662	3	2	1	3	1	0	4	1	1	1	1	1	2	21
OG0000663	3	3	3	3	1	0	4	1	1	1	0	1	0	21
OG0000664	1	2	2	3	2	0	2	2	1	1	0	5	0	21
OG0000665	8	2	1	1	1	1	1	1	1	1	1	1	1	21
OG0000666	2	2	1	2	2	2	2	2	2	1	0	1	2	21
OG0000667	2	4	1	2	0	0	1	1	2	2	1	1	4	21
OG0000668	4	5	2	2	1	1	1	1	1	1	0	0	2	21
OG0000669	1	4	2	1	0	3	3	1	1	1	0	1	3	21
OG0000670	2	3	2	3	0	0	3	1	2	2	1	2	0	21
OG0000671	1	5	2	1	4	0	1	0	1	1	0	0	5	21
OG0000672	2	4	1	3	1	0	0	1	1	1	1	1	5	21
OG0000673	4	3	1	2	1	1	1	1	1	1	0	2	3	21
OG0000674	2	4	3	2	0	0	1	1	1	0	0	3	4	21
OG0000675	1	2	2	3	1	1	1	2	1	1	2	1	3	21
OG0000676	1	2	2	4	1	1	0	1	2	2	2	1	2	21
OG0000677	3	3	2	2	2	0	2	0	1	1	2	1	2	21
OG0000678	1	4	2	1	1	2	3	1	1	1	1	1	2	21
OG0000679	1	2	2	1	1	1	2	1	2	2	4	1	1	21
OG0000680	3	2	2	1	1	0	1	1	1	1	0	3	5	21
OG0000681	4	1	1	2	1	0	2	1	1	2	0	2	4	21
OG0000682	3	2	1	1	1	2	2	1	1	0	2	2	3	21
OG0000683	1	2	4	1	1	0	3	2	1	1	1	2	2	21
OG0000684	1	2	2	2	1	1	1	1	2	2	2	1	3	21
OG0000685	1	4	4	1	0	0	1	2	2	2	0	2	2	21
OG0000686	3	5	2	2	2	1	1	1	1	1	0	1	1	21
OG0000687	1	1	4	1	4	0	2	3	1	1	0	1	2	21
OG0000688	1	1	1	2	2	5	2	1	1	1	2	1	1	21
OG0000689	2	3	4	1	2	1	1	1	1	1	2	1	1	21
OG0000690	1	2	1	2	1	4	1	1	1	1	3	2	1	21
OG0000691	1	2	2	2	1	1	2	2	2	1	2	1	2	21
OG0000692	2	2	1	2	1	2	2	3	1	1	1	1	2	21
OG0000693	1	1	1	4	1	3	1	1	1	1	2	2	2	21
OG0000694	0	1	3	3	1	0	0	1	2	3	0	6	1	21
OG0000695	0	1	17	0	0	0	2	0	0	0	0	0	1	21
OG0000696	0	0	4	0	2	0	0	1	7	7	0	0	0	21
OG0000697	0	0	1	0	0	0	0	0	9	11	0	0	0	21
OG0000698	0	0	0	1	0	0	0	0	10	10	0	0	0	21
OG0000699	0	0	0	0	0	0	0	0	0	0	0	21	0	21
OG0000700	19	1	0	0	0	0	0	0	0	0	0	0	0	20
OG0000701	4	4	0	3	0	1	2	2	1	0	1	0	2	20
OG0000702	1	6	2	3	0	0	3	0	1	1	0	2	1	20
OG0000703	4	9	0	0	0	3	0	0	0	0	3	0	1	20
OG0000704	7	4	3	1	3	1	0	0	0	0	0	0	1	20
OG0000705	5	2	2	3	2	0	2	1	1	1	0	0	1	20
OG0000706	2	2	2	4	2	0	0	2	2	2	0	1	1	20
OG0000707	2	2	1	2	1	1	1	0	2	2	2	2	2	20
OG0000708	5	5	2	3	0	0	3	1	0	0	0	0	1	20
OG0000709	2	1	1	2	1	3	1	1	1	1	2	3	1	20
OG0000710	3	1	1	1	1	3	1	1	1	2	1	3	1	20
OG0000711	2	2	1	1	1	1	2	2	2	2	1	1	2	20
OG0000712	3	2	2	2	3	0	1	1	1	1	0	1	3	20
OG0000713	2	2	1	2	2	1	2	1	1	1	1	2	2	20
OG0000714	3	1	1	4	1	0	3	1	1	1	0	1	3	20
OG0000715	4	4	1	3	0	0	0	1	1	1	0	5	0	20
OG0000716	11	6	0	3	0	0	0	0	0	0	0	0	0	20
OG0000717	3	2	0	4	0	0	2	0	0	0	0	2	7	20
OG0000718	1	2	1	2	2	2	0	2	2	2	1	1	2	20
OG0000719	4	2	2	2	1	0	1	0	2	2	0	3	1	20
OG0000720	2	2	2	2	1	0	1	1	2	2	2	2	1	20
OG0000721	3	4	3	1	0	1	2	0	2	2	0	1	1	20
OG0000722	5	2	1	3	1	0	2	1	1	1	0	1	2	20
OG0000723	2	2	1	2	1	1	1	1	1	1	1	2	4	20
OG0000724	2	3	1	2	2	0	2	0	2	3	0	1	2	20
OG0000725	9	7	0	1	0	0	0	0	0	0	1	0	2	20
OG0000726	1	1	2	1	1	4	1	1	1	1	2	3	1	20
OG0000727	2	2	2	2	2	0	2	1	1	1	0	1	4	20
OG0000728	2	3	1	2	0	3	1	1	3	3	0	0	1	20
OG0000729	1	2	1	1	3	2	2	2	2	1	0	1	2	20
OG0000730	2	3	0	3	0	0	8	0	0	0	0	0	4	20
OG0000731	2	18	0	0	0	0	0	0	0	0	0	0	0	20
OG0000732	5	1	2	1	1	1	1	2	1	1	1	1	2	20
OG0000733	3	2	2	1	1	2	2	1	1	1	2	1	1	20
OG0000734	4	2	2	2	1	2	1	1	1	1	0	1	2	20
OG0000735	1	2	3	1	1	4	1	1	1	1	2	1	1	20
OG0000736	1	1	2	1	1	4	1	1	1	1	3	2	1	20
OG0000737	2	2	2	0	1	0	0	3	4	3	0	1	2	20
OG0000738	2	1	2	2	1	1	1	2	2	2	1	2	1	20
OG0000739	3	2	1	2	1	1	1	1	1	1	0	1	5	20
OG0000740	2	2	1	2	2	2	1	1	2	2	1	1	1	20
OG0000741	2	1	2	1	1	2	1	1	2	2	3	1	1	20
OG0000742	2	2	3	2	1	0	2	1	2	2	0	0	3	20
OG0000743	2	3	0	3	0	0	2	0	0	0	0	3	7	20
OG0000744	1	3	3	4	0	0	1	0	2	1	0	2	3	20
OG0000745	1	1	3	1	2	1	1	2	2	2	1	0	3	20
OG0000746	2	2	1	2	2	1	2	2	2	1	0	1	2	20
OG0000747	2	2	2	2	1	0	2	2	1	1	1	1	3	20
OG0000748	2	3	1	2	2	0	2	1	2	2	0	1	2	20
OG0000749	3	2	1	1	1	3	1	0	1	1	2	2	2	20
OG0000750	1	2	2	2	3	1	2	1	1	1	0	1	3	20
OG0000751	2	3	2	2	1	2	2	0	1	1	1	1	2	20
OG0000752	1	2	1	1	1	3	1	1	1	2	3	2	1	20
OG0000753	1	2	2	1	2	2	1	2	2	2	0	1	2	20
OG0000754	2	2	2	3	2	1	2	1	1	1	0	1	2	20
OG0000755	1	5	2	1	1	0	1	2	2	2	1	1	1	20
OG0000756	1	1	4	1	2	0	1	1	1	1	0	4	3	20
OG0000757	1	6	1	1	1	0	0	1	1	1	0	0	7	20
OG0000758	1	2	2	3	1	1	2	1	2	2	0	1	2	20
OG0000759	1	6	1	1	2	2	0	1	2	1	0	2	1	20
OG0000760	3	4	2	3	2	0	2	0	0	0	0	0	4	20
