Orthogroup	Fungus_transcripts.fasta.transdecoder	Krisp1_GeneModels_FilteredModels3_aa	Leucosporidium_creatinivorum_proteins_aa	Mereb1_GeneCatalog_proteins_20150713.aa	Micld1_GeneCatalog_proteins_20161101.aa	Mortiella_alpina_proteins_aa	Pseudohyphozyma_borogiensis_proteins_aa	Rhodoturola_mucilaginosa_protein_aa	Rhodoturola_turoloides_protein_aa	Rhoglu1_GeneCatalog_proteins_20160519.aa	Saccharomyces_cerevisae_protein_aa	Sclerotinia_borealis_proteins_aa	Slopil1_GeneCatalog_proteins_20180422.aa	Total
OG0008804	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008805	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008806	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008807	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008808	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008809	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008810	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008811	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008812	0	0	0	0	2	0	0	0	0	0	0	0	1	3
OG0008813	0	0	0	0	1	0	0	0	1	1	0	0	0	3
OG0008814	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008815	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008816	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008817	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008818	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008819	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008820	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008821	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008822	0	0	0	0	1	0	0	1	1	0	0	0	0	3
OG0008823	0	0	0	0	3	0	0	0	0	0	0	0	0	3
OG0008824	0	0	0	0	2	0	0	0	0	0	0	0	1	3
OG0008825	0	0	0	0	1	0	0	0	0	0	0	0	2	3
OG0008826	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008827	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008828	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008829	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008830	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008831	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008832	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008833	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008834	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008835	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008836	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008837	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008838	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008839	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008840	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008841	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008842	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008843	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008844	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008845	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008846	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008847	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008848	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008849	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008850	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008851	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008852	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008853	0	0	0	0	0	1	0	0	0	0	0	2	0	3
OG0008854	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008855	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008856	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008857	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008858	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008859	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008860	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008861	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008862	0	0	0	0	0	1	0	0	0	0	0	2	0	3
OG0008863	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008864	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008865	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008866	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008867	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008868	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008869	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008870	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008871	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008872	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008873	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008874	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008875	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008876	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008877	0	0	0	0	0	2	0	0	0	0	1	0	0	3
OG0008878	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008879	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008880	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008881	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008882	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008883	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008884	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008885	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008886	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008887	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008888	0	0	0	0	0	2	0	0	0	0	1	0	0	3
OG0008889	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008890	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008891	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008892	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008893	0	0	0	0	0	1	0	0	0	0	0	2	0	3
OG0008894	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008895	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008896	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008897	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008898	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008899	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008900	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008901	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008902	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008903	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008904	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008905	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008906	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008907	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008908	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008909	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008910	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008911	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008912	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008913	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008914	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008915	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008916	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008917	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008918	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008919	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008920	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008921	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008922	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008923	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008924	0	0	0	0	0	2	0	0	1	0	0	0	0	3
OG0008925	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008926	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008927	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008928	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008929	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008930	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008931	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008932	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008933	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008934	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008935	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008936	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008937	0	0	0	0	0	1	0	0	0	0	0	2	0	3
OG0008938	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008939	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008940	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008941	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008942	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008943	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008944	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008945	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008946	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008947	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008948	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008949	0	0	0	0	0	2	0	0	0	0	1	0	0	3
OG0008950	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008951	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008952	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008953	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008954	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008955	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008956	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008957	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008958	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008959	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008960	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008961	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008962	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008963	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008964	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008965	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008966	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008967	0	0	0	0	0	2	0	0	0	0	0	1	0	3
OG0008968	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008969	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008970	0	0	0	0	0	2	1	0	0	0	0	0	0	3
OG0008971	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008972	0	0	0	0	0	1	0	0	0	0	0	2	0	3
OG0008973	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008974	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008975	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008976	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008977	0	0	0	0	0	1	0	0	0	0	0	2	0	3
OG0008978	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008979	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008980	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008981	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008982	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008983	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008984	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008985	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008986	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008987	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008988	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008989	0	0	0	0	0	1	0	0	0	0	0	1	1	3
OG0008990	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008991	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008992	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008993	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008994	0	0	0	0	0	3	0	0	0	0	0	0	0	3
OG0008995	0	0	0	0	0	1	0	0	1	1	0	0	0	3
OG0008996	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008997	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008998	0	0	0	0	0	1	0	0	0	0	1	1	0	3
OG0008999	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009000	0	0	0	0	0	0	2	1	0	0	0	0	0	3
OG0009001	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009002	0	0	0	0	0	0	1	0	0	0	0	0	2	3
OG0009003	0	0	0	0	0	0	1	0	0	0	0	1	1	3
OG0009004	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009005	0	0	0	0	0	0	2	0	0	0	0	0	1	3
OG0009006	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009007	0	0	0	0	0	0	1	0	0	0	0	0	2	3
OG0009008	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009009	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009010	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009011	0	0	0	0	0	0	1	0	0	0	0	0	2	3
OG0009012	0	0	0	0	0	0	2	0	0	0	0	0	1	3
OG0009013	0	0	0	0	0	0	1	0	0	0	0	0	2	3
OG0009014	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009015	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009016	0	0	0	0	0	0	2	0	0	0	0	0	1	3
OG0009017	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009018	0	0	0	0	0	0	1	0	0	0	0	0	2	3
OG0009019	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009020	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009021	0	0	0	0	0	0	3	0	0	0	0	0	0	3
OG0009022	0	0	0	0	0	0	1	0	1	1	0	0	0	3
OG0009023	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009024	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009025	0	0	0	0	0	0	0	2	1	0	0	0	0	3
OG0009026	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009027	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009028	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009029	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009030	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009031	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009032	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009033	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009034	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009035	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009036	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009037	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009038	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009039	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009040	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009041	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009042	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009043	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009044	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009045	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009046	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009047	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009048	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009049	0	0	0	0	0	0	0	1	0	1	0	0	1	3
OG0009050	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009051	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009052	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009053	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009054	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009055	0	0	0	0	0	0	0	2	1	0	0	0	0	3
OG0009056	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009057	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009058	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009059	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009060	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009061	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009062	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009063	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009064	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009065	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009066	0	0	0	0	0	0	0	1	2	0	0	0	0	3
OG0009067	0	0	0	0	0	0	0	2	0	1	0	0	0	3
OG0009068	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009069	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009070	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009071	0	0	0	0	0	0	0	2	1	0	0	0	0	3
OG0009072	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009073	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009074	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009075	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009076	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009077	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009078	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009079	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009080	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009081	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009082	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009083	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009084	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009085	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009086	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009087	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009088	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009089	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009090	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009091	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009092	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009093	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009094	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009095	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009096	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009097	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009098	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009099	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009100	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009101	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009102	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009103	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009104	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009105	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009106	0	0	0	0	0	0	0	3	0	0	0	0	0	3
OG0009107	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009108	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009109	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009110	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009111	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009112	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009113	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009114	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009115	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009116	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009117	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009118	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009119	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009120	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009121	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009122	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009123	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009124	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009125	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009126	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009127	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009128	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009129	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009130	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009131	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009132	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009133	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009134	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009135	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009136	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009137	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009138	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009139	0	0	0	0	0	0	0	2	1	0	0	0	0	3
OG0009140	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009141	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009142	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009143	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009144	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009145	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009146	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009147	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009148	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009149	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009150	0	0	0	0	0	0	0	1	1	1	0	0	0	3
OG0009151	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009152	0	0	0	0	0	0	0	0	2	0	0	0	1	3
OG0009153	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009154	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009155	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009156	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009157	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009158	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009159	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009160	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009161	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009162	0	0	0	0	0	0	0	0	1	1	1	0	0	3
OG0009163	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009164	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009165	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009166	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009167	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009168	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009169	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009170	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009171	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009172	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009173	0	0	0	0	0	0	0	0	1	1	0	0	1	3
OG0009174	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009175	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009176	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009177	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009178	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009179	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009180	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009181	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009182	0	0	0	0	0	0	0	0	3	0	0	0	0	3
OG0009183	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009184	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009185	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009186	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009187	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009188	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009189	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009190	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009191	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009192	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009193	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009194	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009195	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009196	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009197	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009198	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009199	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009200	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009201	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009202	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009203	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009204	0	0	0	0	0	0	0	0	1	2	0	0	0	3
OG0009205	0	0	0	0	0	0	0	0	2	1	0	0	0	3
OG0009206	0	0	0	0	0	0	0	0	1	1	0	1	0	3
